Phrase 1,Phrase 2,Cosine Similarity,Euclidean Similarity
Insurance premiums market in Country,What is the main driver of growth in automobile industry in Europe?,0.3908422058318738,0.4753364016412537
Insurance premiums market in Country,Which country in Europe is going to grow the most in 2020?,0.2851556199603553,0.4554364546331464
Insurance premiums market in Country,What are the biggest acquisitions in 2020?,0.287725031375885,0.45588303545662984
Insurance premiums market in Country,How impacted is the airline industry in 2020?,0.3664610167466995,0.4704453265558523
Insurance premiums market in Country,What are the most prominent bankruptcies in 2020?,0.29855338360905226,0.4577836516721917
"How have the profit margins been for the airlines industry through the years, by regions?",What is the complete profile of the top oil rigs?,0.5926483803375131,0.5255940354789107
"How have the profit margins been for the airlines industry through the years, by regions?",what is company general information?,0.5199503302574158,0.5050896375798952
"How have the profit margins been for the airlines industry through the years, by regions?",How is the airline industry performing globally?,0.7139354348182678,0.5693489442729365
"How have the profit margins been for the airlines industry through the years, by regions?",how does economic profit for in country compare to others?,0.6929141099997836,0.5606351693806847
"How have the profit margins been for the airlines industry through the years, by regions?",most profitable insurance company India,0.5441702008247375,0.5115590207623452
"How have the profit margins been for the airlines industry through the years, by regions?",Give me a detailed breakup of the income and expenses in South-East Asia,0.5884458422660828,0.5243142484820646
"How have the profit margins been for the airlines industry through the years, by regions?",Show me all the oil rigs in the world,0.5743105157798847,0.5201013950609511
"How have the profit margins been for the airlines industry through the years, by regions?",What were the premiums earned by the Indian insurance industry in 2020?,0.7110732833510621,0.5681280443958396
"How have the profit margins been for the airlines industry through the years, by regions?",How much have premiums grown as compared to claims for India?,0.6382943772253035,0.5403840133166532
"How have the profit margins been for the airlines industry through the years, by regions?",Which are the best performing insurance firms in India?,0.6221832407822168,0.5349676938135228
"How have the profit margins been for the airlines industry through the years, by regions?",What is the ROE of the Indian market?,0.5690824132610816,0.5185778421467765
"How have the profit margins been for the airlines industry through the years, by regions?",What profits were clocked by Cholamandalam in 2020?,0.689586341381073,0.559307258689295
"How have the profit margins been for the airlines industry through the years, by regions?",What is the premiums market share of the top 5 companies in India?,0.7165627479553223,0.5704797255503178
"How have the profit margins been for the airlines industry through the years, by regions?",How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.6560309920329458,0.5466212354907929
"How have the profit margins been for the airlines industry through the years, by regions?",Which are the main distribution channels in India?,0.5582009290576545,0.5154641873907106
"How have the profit margins been for the airlines industry through the years, by regions?",What are the risks in the motor insurance segment in India?,0.6649106143335084,0.5498600852372121
"How have the profit margins been for the airlines industry through the years, by regions?",What is the demand potential of India for insurance?,0.6499571591590153,0.5444514003144129
"How have the profit margins been for the airlines industry through the years, by regions?",How do premiums break down by lines of business in India?,0.6944026582721113,0.5612335484951795
"How have the profit margins been for the airlines industry through the years, by regions?",What is the share price of Qantas?,0.601448214140429,0.52831599672818
"How have the profit margins been for the airlines industry through the years, by regions?",How many passengers are carried in ?,0.5907907242054189,0.5250267454450127
"How have the profit margins been for the airlines industry through the years, by regions?",Which are the aircrafts manufactured by Boeing?,0.5667705535888672,0.5179099231121883
"How have the profit margins been for the airlines industry through the years, by regions?",Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.05666178802620114,0.4213074722464733
"How have the profit margins been for the airlines industry through the years, by regions?",Which are the top airports?,0.5218752933666294,0.5055918303053513
"How have the profit margins been for the airlines industry through the years, by regions?",How many fatal air accidents till date?,0.45380842135053256,0.48895660678917285
"How have the profit margins been for the airlines industry through the years, by regions?",What is the flow of air traffic in North America?,0.5334005355834961,0.5086412417028909
"How have the profit margins been for the airlines industry through the years, by regions?",What is the fleet of Airbus?,0.543018102645874,0.5112436346385607
"How have the profit margins been for the airlines industry through the years, by regions?",Airlines profitability Brazil?,0.48838895490103784,0.497130476683823
"How have the profit margins been for the airlines industry through the years, by regions?",Mergers among airline companies?,0.4684305768269652,0.4923473936414785
"How have the profit margins been for the airlines industry through the years, by regions?",Which are the most profitable airports?,0.6090735793113708,0.5307223450305643
"How have the profit margins been for the airlines industry through the years, by regions?",What has the capacity movement of airline companies been over the years?,0.7928916215896606,0.6084217144825387
"How have the profit margins been for the airlines industry through the years, by regions?",Details of the Aban Abraham oil rig?,0.34412579799448295,0.46613182083742727
"How have the profit margins been for the airlines industry through the years, by regions?",How big is the airlines industry in China?,0.7955000393837838,0.609930538905611
"How have the profit margins been for the airlines industry through the years, by regions?",How much money did Lloyd's of London make last year?,0.5440430259768764,0.5115241613925913
"How have the profit margins been for the airlines industry through the years, by regions?",What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.5303826052178514,0.5078355870082455
"How have the profit margins been for the airlines industry through the years, by regions?",Which Lloyd's syndicates owns the maximum number of assets?,0.48191174649140534,0.49555790648221687
"How have the profit margins been for the airlines industry through the years, by regions?",List key performance indicators for AXA?,0.39662614464759827,0.4765261692350804
"How have the profit margins been for the airlines industry through the years, by regions?",What are the most prominent legal cases?,0.5172424028660308,0.5043865613091454
"How have the profit margins been for the airlines industry through the years, by regions?",How does oil industry perform in Brazil?,0.6223469747511741,0.5350215863458457
"How have the profit margins been for the airlines industry through the years, by regions?",What is the main driver of growth in automobile industry in Europe?,0.6457572964285204,0.5429719709418425
"How have the profit margins been for the airlines industry through the years, by regions?",Which country in Europe is going to grow the most in 2020?,0.6148011684417725,0.5325599203935223
"How have the profit margins been for the airlines industry through the years, by regions?",What are the biggest acquisitions in 2020?,0.6122882913608836,0.5317504866260944
"How have the profit margins been for the airlines industry through the years, by regions?",How impacted is the airline industry in 2020?,0.7709206206155207,0.5963476284068101
"How have the profit margins been for the airlines industry through the years, by regions?",What are the most prominent bankruptcies in 2020?,0.5959031822739146,0.5265940871561787
What is the complete profile of the top oil rigs?,what is company general information?,0.5276486873626709,0.50711015075338
What is the complete profile of the top oil rigs?,How is the airline industry performing globally?,0.5803642868995667,0.5218886333173433
What is the complete profile of the top oil rigs?,how does economic profit for in country compare to others?,0.5342914025274339,0.5088800657589425
What is the complete profile of the top oil rigs?,most profitable insurance company India,0.3582134544849396,0.46883449084061724
What is the complete profile of the top oil rigs?,Give me a detailed breakup of the income and expenses in South-East Asia,0.523082971572876,0.5059079377613092
What is the complete profile of the top oil rigs?,Show me all the oil rigs in the world,0.630718488416627,0.5378087989156642
What is the complete profile of the top oil rigs?,What were the premiums earned by the Indian insurance industry in 2020?,0.5425533975692638,0.5111166672368685
What is the complete profile of the top oil rigs?,How much have premiums grown as compared to claims for India?,0.4600306290397238,0.49038814202547426
What is the complete profile of the top oil rigs?,Which are the best performing insurance firms in India?,0.6091249170638598,0.5307387144343286
What is the complete profile of the top oil rigs?,What is the ROE of the Indian market?,0.6170780246579061,0.5332977488207888
What is the complete profile of the top oil rigs?,What profits were clocked by Cholamandalam in 2020?,0.44198718667030334,0.4862817107272938
What is the complete profile of the top oil rigs?,What is the premiums market share of the top 5 companies in India?,0.6594606637954712,0.5478626675503588
What is the complete profile of the top oil rigs?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.5570502447202877,0.5151393346912383
What is the complete profile of the top oil rigs?,Which are the main distribution channels in India?,0.5911072072716718,0.5251232084630605
What is the complete profile of the top oil rigs?,What are the risks in the motor insurance segment in India?,0.6213095558470234,0.5346803650414116
What is the complete profile of the top oil rigs?,What is the demand potential of India for insurance?,0.6743089757653769,0.5533782105838709
What is the complete profile of the top oil rigs?,How do premiums break down by lines of business in India?,0.508468911808932,0.5021353421840544
What is the complete profile of the top oil rigs?,What is the share price of Qantas?,0.6343473981126371,0.5390359390685501
What is the complete profile of the top oil rigs?,How many passengers are carried in ?,0.4642509360388203,0.49136863542738357
What is the complete profile of the top oil rigs?,Which are the aircrafts manufactured by Boeing?,0.506426990032196,0.5016171615740788
What is the complete profile of the top oil rigs?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.025009459629936837,0.4172896000294489
What is the complete profile of the top oil rigs?,Which are the top airports?,0.7107826087112016,0.5680045981474222
What is the complete profile of the top oil rigs?,How many fatal air accidents till date?,0.35709750864781653,0.468618181011714
What is the complete profile of the top oil rigs?,What is the flow of air traffic in North America?,0.585925817489624,0.5235529316839158
What is the complete profile of the top oil rigs?,What is the fleet of Airbus?,0.6524351239204407,0.5453322523258233
What is the complete profile of the top oil rigs?,Airlines profitability Brazil?,0.1873880382593882,0.4395908496060031
What is the complete profile of the top oil rigs?,Mergers among airline companies?,0.2912723508856403,0.45650233864304446
What is the complete profile of the top oil rigs?,Which are the most profitable airports?,0.5940185785293579,0.5260140823353031
What is the complete profile of the top oil rigs?,What has the capacity movement of airline companies been over the years?,0.6237748861312866,0.5354927507209765
What is the complete profile of the top oil rigs?,Details of the Aban Abraham oil rig?,0.44536994234829996,0.48704124669806426
What is the complete profile of the top oil rigs?,How big is the airlines industry in China?,0.6454394633101823,0.542860689186375
What is the complete profile of the top oil rigs?,How much money did Lloyd's of London make last year?,0.5325685182295501,0.5084186338530509
What is the complete profile of the top oil rigs?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.5199399149399972,0.5050869157078082
What is the complete profile of the top oil rigs?,Which Lloyd's syndicates owns the maximum number of assets?,0.5114444355467967,0.5028943253585777
What is the complete profile of the top oil rigs?,List key performance indicators for AXA?,0.46024951338768005,0.49043880275423285
What is the complete profile of the top oil rigs?,What are the most prominent legal cases?,0.6670718987903568,0.5506607433571598
What is the complete profile of the top oil rigs?,How does oil industry perform in Brazil?,0.6465330912629694,0.5432439721402355
What is the complete profile of the top oil rigs?,What is the main driver of growth in automobile industry in Europe?,0.632878203179783,0.5385376904602761
What is the complete profile of the top oil rigs?,Which country in Europe is going to grow the most in 2020?,0.6565496921539307,0.5468082285414511
What is the complete profile of the top oil rigs?,What are the biggest acquisitions in 2020?,0.6513041050019338,0.5449294684818535
What is the complete profile of the top oil rigs?,How impacted is the airline industry in 2020?,0.5750557355599327,0.5203200716535743
What is the complete profile of the top oil rigs?,What are the most prominent bankruptcies in 2020?,0.6379684425611244,0.5402721542866278
what is company general information?,How is the airline industry performing globally?,0.5765997676134428,0.5207743193928589
what is company general information?,how does economic profit for in country compare to others?,0.5567269589467679,0.515048212122348
what is company general information?,most profitable insurance company India,0.45764926580795784,0.48983828566690374
what is company general information?,Give me a detailed breakup of the income and expenses in South-East Asia,0.4229137691362209,0.48208470777571905
what is company general information?,Show me all the oil rigs in the world,0.3963340582648488,0.4764657843638535
what is company general information?,What were the premiums earned by the Indian insurance industry in 2020?,0.46973273158073425,0.4926538929698311
what is company general information?,How much have premiums grown as compared to claims for India?,0.4147563925530684,0.48033264002788795
what is company general information?,Which are the best performing insurance firms in India?,0.5002092420930131,0.5000523234518659
what is company general information?,What is the ROE of the Indian market?,0.527886597640122,0.5071730952202884
what is company general information?,What profits were clocked by Cholamandalam in 2020?,0.4465048972958481,0.48729712310476625
what is company general information?,What is the premiums market share of the top 5 companies in India?,0.6190467930976443,0.5339391673628706
what is company general information?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.507538109568471,0.5018988566414391
what is company general information?,Which are the main distribution channels in India?,0.5075714285629145,0.5019073249943459
what is company general information?,What are the risks in the motor insurance segment in India?,0.5497468709945679,0.5130967662597391
what is company general information?,What is the demand potential of India for insurance?,0.5843835720787314,0.5230892429206143
what is company general information?,How do premiums break down by lines of business in India?,0.4209519028663635,0.4816610290342805
what is company general information?,What is the share price of Qantas?,0.6153593292618209,0.532740409390984
what is company general information?,How many passengers are carried in ?,0.34413034652886765,0.4661326755937829
what is company general information?,Which are the aircrafts manufactured by Boeing?,0.3986398698520843,0.47694313661309745
what is company general information?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.04652639201126152,0.42000524017196134
what is company general information?,Which are the top airports?,0.4547075358207511,0.48916240915901305
what is company general information?,How many fatal air accidents till date?,0.2268953174352646,0.44573872411383836
what is company general information?,What is the flow of air traffic in North America?,0.46538904721867813,0.4916343818116434
what is company general information?,What is the fleet of Airbus?,0.5825596353340625,0.5225430003094043
what is company general information?,Airlines profitability Brazil?,0.24501974910379998,0.4486710314251809
what is company general information?,Mergers among airline companies?,0.2482112498157476,0.44919502834762454
what is company general information?,Which are the most profitable airports?,0.5001401901078033,0.500035035084709
what is company general information?,What has the capacity movement of airline companies been over the years?,0.5953068023554364,0.5264102393301796
what is company general information?,Details of the Aban Abraham oil rig?,0.2523089198882036,0.4498712532618397
what is company general information?,How big is the airlines industry in China?,0.5489657684852415,0.5128802451204018
what is company general information?,How much money did Lloyd's of London make last year?,0.4039819658989302,0.47805625518740064
what is company general information?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.42938393775320494,0.48349242047420093
what is company general information?,Which Lloyd's syndicates owns the maximum number of assets?,0.4457208812236786,0.487120295242722
what is company general information?,List key performance indicators for AXA?,0.2749600082683573,0.45368083011300797
what is company general information?,What are the most prominent legal cases?,0.5132776192857263,0.5033642039601774
what is company general information?,How does oil industry perform in Brazil?,0.48122644536337666,0.49539270343216474
what is company general information?,What is the main driver of growth in automobile industry in Europe?,0.6244386658407064,0.5357123504709799
what is company general information?,Which country in Europe is going to grow the most in 2020?,0.5604355263190874,0.5160973734036548
what is company general information?,What are the biggest acquisitions in 2020?,0.5614779591560364,0.516393838971717
what is company general information?,How impacted is the airline industry in 2020?,0.5575528408555493,0.5152811116046373
what is company general information?,What are the most prominent bankruptcies in 2020?,0.4648363951141202,0.4915052452429309
How is the airline industry performing globally?,how does economic profit for in country compare to others?,0.5841968307377807,0.5230331943324346
How is the airline industry performing globally?,most profitable insurance company India,0.5015113351927631,0.5003784031265777
How is the airline industry performing globally?,Give me a detailed breakup of the income and expenses in South-East Asia,0.4414137969715869,0.48615342638853304
How is the airline industry performing globally?,Show me all the oil rigs in the world,0.49283456845077556,0.4982213397535955
How is the airline industry performing globally?,What were the premiums earned by the Indian insurance industry in 2020?,0.5842685699462891,0.5230547187006038
How is the airline industry performing globally?,How much have premiums grown as compared to claims for India?,0.5247942492488483,0.5063571801848692
How is the airline industry performing globally?,Which are the best performing insurance firms in India?,0.6664437254402813,0.5504275461539383
How is the airline industry performing globally?,What is the ROE of the Indian market?,0.5575174356986631,0.5152711256522079
How is the airline industry performing globally?,What profits were clocked by Cholamandalam in 2020?,0.48371881440653974,0.4959946369293275
How is the airline industry performing globally?,What is the premiums market share of the top 5 companies in India?,0.6212723110589654,0.5346680965515865
How is the airline industry performing globally?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.6557377782024288,0.5465156452218691
How is the airline industry performing globally?,Which are the main distribution channels in India?,0.4653498849064188,0.49162521931940045
How is the airline industry performing globally?,What are the risks in the motor insurance segment in India?,0.5648788809776306,0.5173659667190286
How is the airline industry performing globally?,What is the demand potential of India for insurance?,0.5797817361484934,0.5217155510466766
How is the airline industry performing globally?,How do premiums break down by lines of business in India?,0.558692216873169,0.5156031324984032
How is the airline industry performing globally?,What is the share price of Qantas?,0.5444683108050647,0.5116407210390896
How is the airline industry performing globally?,How many passengers are carried in ?,0.5661009808718583,0.5177171181576827
How is the airline industry performing globally?,Which are the aircrafts manufactured by Boeing?,0.48041630024716,0.495197674510585
How is the airline industry performing globally?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.06752871319480469,0.4227205396401542
How is the airline industry performing globally?,Which are the top airports?,0.495910525565713,0.49898179520613656
How is the airline industry performing globally?,How many fatal air accidents till date?,0.4456953704357147,0.4871145531068229
How is the airline industry performing globally?,What is the flow of air traffic in North America?,0.5396349382835739,0.5103220794421661
How is the airline industry performing globally?,What is the fleet of Airbus?,0.6248818487069832,0.5358592098118752
How is the airline industry performing globally?,Airlines profitability Brazil?,0.4681763965978394,0.4922876418114637
How is the airline industry performing globally?,Mergers among airline companies?,0.581276322527152,0.522160083437474
How is the airline industry performing globally?,Which are the most profitable airports?,0.5572121075138957,0.5151849871678306
How is the airline industry performing globally?,What has the capacity movement of airline companies been over the years?,0.7326552590542775,0.5776257844258228
How is the airline industry performing globally?,Details of the Aban Abraham oil rig?,0.3131442777428467,0.4603936233848081
How is the airline industry performing globally?,How big is the airlines industry in China?,0.8539186970567318,0.6491311806150111
How is the airline industry performing globally?,How much money did Lloyd's of London make last year?,0.5063072593899747,0.5015868380429032
How is the airline industry performing globally?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.42340007880925734,0.48218995401190845
How is the airline industry performing globally?,Which Lloyd's syndicates owns the maximum number of assets?,0.4082775413990021,0.47895871826964326
How is the airline industry performing globally?,List key performance indicators for AXA?,0.3911726902517477,0.47540404431387584
How is the airline industry performing globally?,What are the most prominent legal cases?,0.49302774709297825,0.49826898528294467
How is the airline industry performing globally?,How does oil industry perform in Brazil?,0.7812855970093266,0.6019078118857271
How is the airline industry performing globally?,What is the main driver of growth in automobile industry in Europe?,0.6511738508240085,0.5448831705563046
How is the airline industry performing globally?,Which country in Europe is going to grow the most in 2020?,0.6098760831503812,0.5309782092855142
How is the airline industry performing globally?,What are the biggest acquisitions in 2020?,0.49565863609313965,0.4989193243832536
How is the airline industry performing globally?,How impacted is the airline industry in 2020?,0.8724677638728775,0.6644346196355823
How is the airline industry performing globally?,What are the most prominent bankruptcies in 2020?,0.5342442034046372,0.508867393812644
how does economic profit for in country compare to others?,most profitable insurance company India,0.5019333659450202,0.5004842795010459
how does economic profit for in country compare to others?,Give me a detailed breakup of the income and expenses in South-East Asia,0.6018754481151444,0.5284496233541677
how does economic profit for in country compare to others?,Show me all the oil rigs in the world,0.48347046971321106,0.4959345243609586
how does economic profit for in country compare to others?,What were the premiums earned by the Indian insurance industry in 2020?,0.5691597035276804,0.518600251739052
how does economic profit for in country compare to others?,How much have premiums grown as compared to claims for India?,0.6251184940338135,0.535937660171087
how does economic profit for in country compare to others?,Which are the best performing insurance firms in India?,0.564681351184845,0.5173092875539985
how does economic profit for in country compare to others?,What is the ROE of the Indian market?,0.524662971496582,0.5063226441187944
how does economic profit for in country compare to others?,What profits were clocked by Cholamandalam in 2020?,0.5465117367201018,0.5122023924736862
how does economic profit for in country compare to others?,What is the premiums market share of the top 5 companies in India?,0.6289146763733233,0.5372031012072873
how does economic profit for in country compare to others?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.6932521462440491,0.5607708208262862
how does economic profit for in country compare to others?,Which are the main distribution channels in India?,0.47604742646217346,0.4941511133941002
how does economic profit for in country compare to others?,What are the risks in the motor insurance segment in India?,0.5776174240594337,0.5210745819041392
how does economic profit for in country compare to others?,What is the demand potential of India for insurance?,0.6241734027862549,0.5356245436818269
how does economic profit for in country compare to others?,How do premiums break down by lines of business in India?,0.6125672228674436,0.5318400624061597
how does economic profit for in country compare to others?,What is the share price of Qantas?,0.6053828597068787,0.5295520117730298
how does economic profit for in country compare to others?,How many passengers are carried in ?,0.49291306734085083,0.49824069280134176
how does economic profit for in country compare to others?,Which are the aircrafts manufactured by Boeing?,0.3814659189304168,0.4734320210656336
how does economic profit for in country compare to others?,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.08248445391654968,0.42469459568719164
how does economic profit for in country compare to others?,Which are the top airports?,0.44235196709632874,0.4863633891621183
how does economic profit for in country compare to others?,How many fatal air accidents till date?,0.38562011036992794,0.4742720680387484
how does economic profit for in country compare to others?,What is the flow of air traffic in North America?,0.4606491648763924,0.49053134939440024
how does economic profit for in country compare to others?,What is the fleet of Airbus?,0.46361261823102207,0.4912198186389536
how does economic profit for in country compare to others?,Airlines profitability Brazil?,0.2999814450740814,0.45803658621485155
how does economic profit for in country compare to others?,Mergers among airline companies?,0.2832300066947937,0.45510288903743223
how does economic profit for in country compare to others?,Which are the most profitable airports?,0.5384065187927185,0.5099890853952764
how does economic profit for in country compare to others?,What has the capacity movement of airline companies been over the years?,0.5669918318395725,0.517973674296839
how does economic profit for in country compare to others?,Details of the Aban Abraham oil rig?,0.25677910447120667,0.45061338712512305
how does economic profit for in country compare to others?,How big is the airlines industry in China?,0.626906391403653,0.5365321155764265
how does economic profit for in country compare to others?,How much money did Lloyd's of London make last year?,0.6290159191801501,0.5372370411925209
how does economic profit for in country compare to others?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.4990459084510803,0.4997616950535519
how does economic profit for in country compare to others?,Which Lloyd's syndicates owns the maximum number of assets?,0.4419174159716027,0.4862660942962072
how does economic profit for in country compare to others?,List key performance indicators for AXA?,0.42320371131874923,0.4821474675758063
how does economic profit for in country compare to others?,What are the most prominent legal cases?,0.4894033372402191,0.497378516631623
how does economic profit for in country compare to others?,How does oil industry perform in Brazil?,0.6680682897567749,0.5510315409520009
how does economic profit for in country compare to others?,What is the main driver of growth in automobile industry in Europe?,0.6060581207275391,0.5297653432144965
how does economic profit for in country compare to others?,Which country in Europe is going to grow the most in 2020?,0.6601203286576087,0.5481028101790891
how does economic profit for in country compare to others?,What are the biggest acquisitions in 2020?,0.5579493212088743,0.5153930567185567
how does economic profit for in country compare to others?,How impacted is the airline industry in 2020?,0.6311785578727722,0.5379637099618682
how does economic profit for in country compare to others?,What are the most prominent bankruptcies in 2020?,0.5411113451586589,0.5107234096803808
most profitable insurance company India,Give me a detailed breakup of the income and expenses in South-East Asia,0.4399974417689543,0.48583714770093134
most profitable insurance company India,Show me all the oil rigs in the world,0.36336455563518144,0.4698380302062449
most profitable insurance company India,What were the premiums earned by the Indian insurance industry in 2020?,0.6529993414878845,0.5455337079692939
most profitable insurance company India,How much have premiums grown as compared to claims for India?,0.49155867150076293,0.49790731451655507
most profitable insurance company India,Which are the best performing insurance firms in India?,0.603470945151393,0.5289499499731461
most profitable insurance company India,What is the ROE of the Indian market?,0.42264548405137825,0.4820266729675728
most profitable insurance company India,What profits were clocked by Cholamandalam in 2020?,0.5068177572706071,0.5017161659796979
most profitable insurance company India,What is the premiums market share of the top 5 companies in India?,0.6199233388992188,0.5342257849128391
most profitable insurance company India,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.5731188313294164,0.5197525257643155
most profitable insurance company India,Which are the main distribution channels in India?,0.38619161330511553,0.4743880947397691
most profitable insurance company India,What are the risks in the motor insurance segment in India?,0.5699742436408997,0.5188364716964077
most profitable insurance company India,What is the demand potential of India for insurance?,0.4903176432658656,0.49760256940779857
most profitable insurance company India,How do premiums break down by lines of business in India?,0.5064488649368286,0.5016227107872101
most profitable insurance company India,What is the share price of Qantas?,0.35870287664515577,0.46892949556782504
most profitable insurance company India,How many passengers are carried in ?,0.30717898564463986,0.45931967246551314
most profitable insurance company India,Which are the aircrafts manufactured by Boeing?,0.3255091815579936,0.46265095113159543
most profitable insurance company India,Kdo je nejv?tí konkurent ?eské Poji?ovny?,-0.012411259306296163,0.4127178942600701
most profitable insurance company India,Which are the top airports?,0.31985137940339037,0.4616127839203988
most profitable insurance company India,How many fatal air accidents till date?,0.31765127182006836,0.46121150402882044
most profitable insurance company India,What is the flow of air traffic in North America?,0.27084389080478255,0.45297938990560965
most profitable insurance company India,What is the fleet of Airbus?,0.3485877396359779,0.46698128280058016
most profitable insurance company India,Airlines profitability Brazil?,0.42344078877921243,0.48219879590098647
most profitable insurance company India,Mergers among airline companies?,0.4193330455223898,0.4813125638031448
most profitable insurance company India,Which are the most profitable airports?,0.615318523011388,0.532727197905622
most profitable insurance company India,What has the capacity movement of airline companies been over the years?,0.4779634203954468,0.4946090168565842
most profitable insurance company India,Details of the Aban Abraham oil rig?,0.26113139026573995,0.4513404884734122
most profitable insurance company India,How big is the airlines industry in China?,0.4898402836871234,0.49748556118418363
most profitable insurance company India,How much money did Lloyd's of London make last year?,0.3170145248477021,0.4610956229707258
most profitable insurance company India,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.2927687291640806,0.45676455319652665
most profitable insurance company India,Which Lloyd's syndicates owns the maximum number of assets?,0.41882988810539246,0.4812044429137169
most profitable insurance company India,List key performance indicators for AXA?,0.26485842289228356,0.45196671550584977
most profitable insurance company India,What are the most prominent legal cases?,0.37656456967803487,0.47244828691054336
most profitable insurance company India,How does oil industry perform in Brazil?,0.41521120576791803,0.4804296658821783
most profitable insurance company India,What is the main driver of growth in automobile industry in Europe?,0.5374969519676605,0.50974314830111
most profitable insurance company India,Which country in Europe is going to grow the most in 2020?,0.4994136691792441,0.49985350491501884
most profitable insurance company India,What are the biggest acquisitions in 2020?,0.46382609009742737,0.4912695868422381
most profitable insurance company India,How impacted is the airline industry in 2020?,0.5063142474702458,0.5015886225606617
most profitable insurance company India,What are the most prominent bankruptcies in 2020?,0.443663219750551,0.4866574555762911
Give me a detailed breakup of the income and expenses in South-East Asia,Show me all the oil rigs in the world,0.48124852888294967,0.495398028012291
Give me a detailed breakup of the income and expenses in South-East Asia,What were the premiums earned by the Indian insurance industry in 2020?,0.5457208752632141,0.5119847348301413
Give me a detailed breakup of the income and expenses in South-East Asia,How much have premiums grown as compared to claims for India?,0.5433647308728269,0.511338465223504
Give me a detailed breakup of the income and expenses in South-East Asia,Which are the best performing insurance firms in India?,0.47940907005017663,0.4949556008976291
Give me a detailed breakup of the income and expenses in South-East Asia,What is the ROE of the Indian market?,0.43798071515675174,0.4853881446578655
Give me a detailed breakup of the income and expenses in South-East Asia,What profits were clocked by Cholamandalam in 2020?,0.48576960137253145,0.4964921360114661
Give me a detailed breakup of the income and expenses in South-East Asia,What is the premiums market share of the top 5 companies in India?,0.5815516017017881,0.5222421165085777
Give me a detailed breakup of the income and expenses in South-East Asia,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.5263906999593565,0.5067777517735029
Give me a detailed breakup of the income and expenses in South-East Asia,Which are the main distribution channels in India?,0.44337448815259495,0.48659264126637636
Give me a detailed breakup of the income and expenses in South-East Asia,What are the risks in the motor insurance segment in India?,0.5551223754882812,0.5145969652205697
Give me a detailed breakup of the income and expenses in South-East Asia,What is the demand potential of India for insurance?,0.5411480342657555,0.5107334222607497
Give me a detailed breakup of the income and expenses in South-East Asia,How do premiums break down by lines of business in India?,0.5812549591064453,0.5221537292662324
Give me a detailed breakup of the income and expenses in South-East Asia,What is the share price of Qantas?,0.5309049170669972,0.5079746481616139
Give me a detailed breakup of the income and expenses in South-East Asia,How many passengers are carried in ?,0.3806495439619104,0.4732676207760485
Give me a detailed breakup of the income and expenses in South-East Asia,Which are the aircrafts manufactured by Boeing?,0.3076488008917829,0.4594038905315714
Give me a detailed breakup of the income and expenses in South-East Asia,Kdo je nejv?tí konkurent ?eské Poji?ovny?,0.10819438945088466,0.42817034146100447
Give me a detailed breakup of the income and expenses in South-East Asia,Which are the top airports?,0.3765941037777607,0.4724541940477902
Give me a detailed breakup of the income and expenses in South-East Asia,How many fatal air accidents till date?,0.313718318939209,0.4604974977771407
Give me a detailed breakup of the income and expenses in South-East Asia,What is the flow of air traffic in North America?,0.41520057139390154,0.48042740966165254
Give me a detailed breakup of the income and expenses in South-East Asia,What is the fleet of Airbus?,0.42758415012548867,0.4830992312840403
Give me a detailed breakup of the income and expenses in South-East Asia,Airlines profitability Brazil?,0.2899660891314697,0.4562739015830654
Give me a detailed breakup of the income and expenses in South-East Asia,Mergers among airline companies?,0.2735539213684849,0.4534407458116393
Give me a detailed breakup of the income and expenses in South-East Asia,Which are the most profitable airports?,0.4308702730095091,0.48381809781103174
Give me a detailed breakup of the income and expenses in South-East Asia,What has the capacity movement of airline companies been over the years?,0.48946151262980897,0.4973927610169581
Give me a detailed breakup of the income and expenses in South-East Asia,Details of the Aban Abraham oil rig?,0.3180802274894585,0.46128961906332
Give me a detailed breakup of the income and expenses in South-East Asia,How big is the airlines industry in China?,0.49152107511523613,0.4978980349291585
Give me a detailed breakup of the income and expenses in South-East Asia,How much money did Lloyd's of London make last year?,0.5220118320587825,0.5056275315332779
Give me a detailed breakup of the income and expenses in South-East Asia,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.47107678824205546,0.49297105838468713
